reviews,clusters,tags
"Very unfriendly and the CAFE doesn't taste like Starbucks Cafe... Giving Bad Reputation to Starbucks. Will never visit this location again even though i live in the area, poor service",Coffee,negative
"Very unfriendly and the CAFE doesn't taste like Starbucks Cafe... Giving Bad Reputation to Starbucks. Will never visit this location again even though i live in the area, poor service",Place,negative
Great flavor and very fast,Coffee,positive
Great flavor and very fast,Time,positive
Great pink drinks,Coffee,positive
Way too expensive for what you get,Coffee,negative
"Friendly barista, efficiently delivered the caffeine I needed.",Service,positive
Great atmosphere great service good coffee,Place,positive
Great atmosphere great service good coffee,Service,positive
Great atmosphere great service good coffee,Coffee,positive
"Standard Starbucks. Excellent coffee, a little expensive.",Coffee,positive
"Standard Starbucks. Excellent coffee, a little expensive.",Coffee,neutral
There prices are too much! I like Dunkin better!,Coffee,negative
"There's a guy in the drive-thru, Noah, who has the best intercom voice!",Service,positive
Great frapachino!,Coffee,positive
Wife thinks their great.,Coffee,positive
One of the best coffee,Coffee,positive
Can have more selections.,Food,neutral
Plenty of seating with two large tables. Fast drive through and friendly staff. Ask staff if you are looking for Sugar in the Raw but otherwise the place is well ran and always set up for a great customer experience.,Place,positive
Plenty of seating with two large tables. Fast drive through and friendly staff. Ask staff if you are looking for Sugar in the Raw but otherwise the place is well ran and always set up for a great customer experience.,Service,positive
"This Starbucks goes above and beyond. All the employees are a joy to see every morning. Justine, Harrison and all the other employees make my day everyday...",Service,positive
"Waterdown Americano, lukewarm .what a shame",Coffee,negative
Good experience,Service,positive
Fantastic service and a wonderful ambiance in historic Annapolis.,Service,positive
Fantastic service and a wonderful ambiance in historic Annapolis.,Place,positive
"(Translated by Google) It was pretty good. Even having a line, you didn't have to wait too long.

(Original)
Estaba bastante bien. Aún habiendo cola no tenias que esperar demasiado.",Time,positive
Love the employees!,Service,positive
"If I could give this place 0 stars, I would. Every time I go in there, they make at least one thing wrong. Today was my breaking point. 1. The cashier added a drink I did not ask for. 2. The barista made my first drink incorrectly, then proceeded to make the second drink, spilled what was already inside with the cup touching the counter, and continued to make my drink in the same cup. 3. the “manager” or barista in charge kept apologizing sarcastically, slammed other orders around  and fussing at the other employees. I was chatting with the customers waiting and they said the same thing I was saying. I haven’t been to this starbucks in a while due to this reason, but I tried today to see if there was any improvement. Boy was I wrong.",Service,negative
"Staff were pleasant at least to me.  Any time I am here there’s always a queue but it moves really fast.

Only disappointment I had was that when school is not in session they are closed.",Service,positive
"Staff were pleasant at least to me.  Any time I am here there’s always a queue but it moves really fast.

Only disappointment I had was that when school is not in session they are closed.",Time,negative
Speedy upbeat customer care even in the current climate,Service,positive
"Great location from freeway, great customer service and well stocked of food selections!",Place,positive
"Great location from freeway, great customer service and well stocked of food selections!",Service,positive
"Great location from freeway, great customer service and well stocked of food selections!",Food,positive
It's a Starbucks so the coffee is good. It's a small place though,Coffee,positive
It's a Starbucks so the coffee is good. It's a small place though,Place,neutral
Love the ice coffee,Coffee,positive
Fantastic as usual,Service,positive
Not a company Starbucks.  No scanner for cards or phone app.  Can't redeem rewards their either.  Everything else is Starbucks.,Service,negative
Not a company Starbucks.  No scanner for cards or phone app.  Can't redeem rewards their either.  Everything else is Starbucks.,Place,negative
One of the Slowest Starbucks I've ever been to it took forever for them to come to the window and then forever again to make my drink I was in line 7 mins and I was the first one in line that's prolly why they don't get enough business to have late hours cuz they are always SLOW!,Time,negative
Tried the matcha Latta and it was excellent,Coffee,positive
good coffee but tables where all dirty,Coffee,positive
good coffee but tables where all dirty,Place,negative
"Honestly one of the more unique store layouts I’ve seen. Otherwise though it’s what you expect from a Starbucks. Good coffee, great service.",Place,positive
"Honestly one of the more unique store layouts I’ve seen. Otherwise though it’s what you expect from a Starbucks. Good coffee, great service.",Coffee,positive
